payroll,CH081801FIN,30042021,20520210732,,,,
FIV,20003866,,C,BAS,4/30/2021,EMP,246
FIV,20003866,,C,ERS,4/30/2021,ERS,492
FIV,20003871,,C,BAS,4/30/2021,EMP,438.75
FIV,20003871,,C,ERS,4/30/2021,ERS,877.5
FIV,20003960,,C,BAS,4/30/2021,EMP,381.6
FIV,20003960,,C,ERS,4/30/2021,ERS,763.2
FIV,20003963,,C,BAS,4/30/2021,EMP,262.05
FIV,20003963,,C,ERS,4/30/2021,ERS,524.1
FIV,20003987,,C,BAS,4/30/2021,EMP,319.125
FIV,20003987,,C,ERS,4/30/2021,ERS,638.25
FIV,20004000,,C,BAS,4/30/2021,EMP,391.125
FIV,20004000,,C,ERS,4/30/2021,ERS,782.25
FIV,20004004,,C,BAS,4/30/2021,EMP,400.65
FIV,20004004,,C,ERS,4/30/2021,ERS,801.3
FIV,20004008,,C,BAS,4/30/2021,EMP,294.15
FIV,20004008,,C,AVC,4/30/2021,EMP,294.15
FIV,20004008,,C,ERS,4/30/2021,ERS,588.3
FIV,20004012,,C,BAS,4/30/2021,EMP,237.975
FIV,20004012,,C,ERS,4/30/2021,ERS,475.95
FIV,20004058,,C,BAS,4/30/2021,EMP,294.15
FIV,20004058,,C,ERS,4/30/2021,ERS,588.3
FIV,20004072,,C,BAS,4/30/2021,EMP,381.6
FIV,20004072,,C,AVC,4/30/2021,EMP,381.6
FIV,20004072,,C,ERS,4/30/2021,ERS,763.2
FIV,20004083,,C,BAS,4/30/2021,EMP,294.15
FIV,20004083,,C,ERS,4/30/2021,ERS,588.3
FIV,20004131,,C,BAS,4/30/2021,EMP,286.125
FIV,20004131,,C,ERS,4/30/2021,ERS,572.25
FIV,20004142,,C,BAS,4/30/2021,EMP,294.15
FIV,20004142,,C,ERS,4/30/2021,ERS,588.3
FIV,20004146,,C,BAS,4/30/2021,EMP,294.15
FIV,20004146,,C,AVC,4/30/2021,EMP,294.15
FIV,20004146,,C,ERS,4/30/2021,ERS,588.3
FIV,20004165,,C,BAS,4/30/2021,EMP,262.05
FIV,20004165,,C,ERS,4/30/2021,ERS,524.1
FIV,20004198,,C,BAS,4/30/2021,EMP,182.575
FIV,20004198,,C,ERS,4/30/2021,ERS,365.15
FIV,20004200,,C,BAS,4/30/2021,EMP,286.125
FIV,20004200,,C,ERS,4/30/2021,ERS,572.25
FIV,20004203,,C,BAS,4/30/2021,EMP,319.125
FIV,20004203,,C,AVC,4/30/2021,EMP,319.125
FIV,20004203,,C,ERS,4/30/2021,ERS,638.25
FIV,20004219,,C,BAS,4/30/2021,EMP,372.675
FIV,20004219,,C,ERS,4/30/2021,ERS,745.35
FIV,20004247,,C,BAS,4/30/2021,EMP,213.9
FIV,20004247,,C,ERS,4/30/2021,ERS,427.8
FIV,20004268,,C,BAS,4/30/2021,EMP,205.875
FIV,20004268,,C,ERS,4/30/2021,ERS,411.75
FIV,20004272,,C,BAS,4/30/2021,EMP,213.9
FIV,20004272,,C,ERS,4/30/2021,ERS,427.8
FIV,20004379,,C,BAS,4/30/2021,EMP,246
FIV,20004379,,C,ERS,4/30/2021,ERS,492
FIV,20004387,,C,BAS,4/30/2021,EMP,278.1
FIV,20004387,,C,ERS,4/30/2021,ERS,556.2
FIV,20004397,,C,BAS,4/30/2021,EMP,495.9
FIV,20004397,,C,AVC,4/30/2021,EMP,495.9
FIV,20004397,,C,ERS,4/30/2021,ERS,991.8
FIV,20004414,,C,BAS,4/30/2021,EMP,197.85
FIV,20004414,,C,ERS,4/30/2021,ERS,395.7
FIV,20004469,,C,BAS,4/30/2021,EMP,270.075
FIV,20004469,,C,ERS,4/30/2021,ERS,540.15
FIV,20004480,,C,BAS,4/30/2021,EMP,229.95
FIV,20004480,,C,ERS,4/30/2021,ERS,459.9
FIV,20004492,,C,BAS,4/30/2021,EMP,319.125
FIV,20004492,,C,ERS,4/30/2021,ERS,638.25
FIV,20004513,,C,BAS,4/30/2021,EMP,221.925
FIV,20004513,,C,AVC,4/30/2021,EMP,221.925
FIV,20004513,,C,ERS,4/30/2021,ERS,443.85
FIV,20004562,,C,BAS,4/30/2021,EMP,246
FIV,20004562,,C,ERS,4/30/2021,ERS,492
FIV,20004587,,C,BAS,4/30/2021,EMP,270.075
FIV,20004587,,C,ERS,4/30/2021,ERS,540.15
FIV,20004591,,C,BAS,4/30/2021,EMP,262.05
FIV,20004591,,C,ERS,4/30/2021,ERS,524.1
FIV,20004602,,C,BAS,4/30/2021,EMP,319.125
FIV,20004602,,C,ERS,4/30/2021,ERS,638.25
FIV,20004605,,C,BAS,4/30/2021,EMP,246
FIV,20004605,,C,ERS,4/30/2021,ERS,492
FIV,20004618,,C,BAS,4/30/2021,EMP,182.575
FIV,20004618,,C,ERS,4/30/2021,ERS,365.15
FIV,20004620,,C,BAS,4/30/2021,EMP,354.825
FIV,20004620,,C,ERS,4/30/2021,ERS,709.65
FIV,20004641,,C,BAS,4/30/2021,EMP,205.875
FIV,20004641,,C,ERS,4/30/2021,ERS,411.75
FIV,20004740,,C,BAS,4/30/2021,EMP,229.95
FIV,20004740,,C,ERS,4/30/2021,ERS,459.9
FIV,20004781,,C,BAS,4/30/2021,EMP,254.025
FIV,20004781,,C,ERS,4/30/2021,ERS,508.05
FIV,20004824,,C,BAS,4/30/2021,EMP,205.875
FIV,20004824,,C,AVC,4/30/2021,EMP,205.875
FIV,20004824,,C,ERS,4/30/2021,ERS,411.75
FIV,20004884,,C,BAS,4/30/2021,EMP,270.075
FIV,20004884,,C,ERS,4/30/2021,ERS,540.15
FIV,20004994,,C,BAS,4/30/2021,EMP,246
FIV,20004994,,C,ERS,4/30/2021,ERS,492
FIV,20005006,,C,BAS,4/30/2021,EMP,132.5
FIV,20005006,,C,ERS,4/30/2021,ERS,265
FIV,20005022,,C,BAS,4/30/2021,EMP,294.15
FIV,20005022,,C,ERS,4/30/2021,ERS,588.3
FIV,20005039,,C,BAS,4/30/2021,EMP,229.95
FIV,20005039,,C,ERS,4/30/2021,ERS,459.9
FIV,20005108,,C,BAS,4/30/2021,EMP,286.125
FIV,20005108,,C,ERS,4/30/2021,ERS,572.25
FIV,20005110,,C,BAS,4/30/2021,EMP,246
FIV,20005110,,C,ERS,4/30/2021,ERS,492
FIV,20005121,,C,BAS,4/30/2021,EMP,381.6
FIV,20005121,,C,ERS,4/30/2021,ERS,763.2
FIV,20005124,,C,BAS,4/30/2021,EMP,270.075
FIV,20005124,,C,ERS,4/30/2021,ERS,540.15
FIV,20005150,,C,BAS,4/30/2021,EMP,246
FIV,20005150,,C,ERS,4/30/2021,ERS,492
FIV,20005157,,C,BAS,4/30/2021,EMP,319.125
FIV,20005157,,C,ERS,4/30/2021,ERS,638.25
FIV,20005166,,C,BAS,4/30/2021,EMP,221.925
FIV,20005166,,C,ERS,4/30/2021,ERS,443.85
FIV,20005241,,C,BAS,4/30/2021,EMP,319.125
FIV,20005241,,C,ERS,4/30/2021,ERS,638.25
FIV,20005242,,C,BAS,4/30/2021,EMP,438.75
FIV,20005242,,C,ERS,4/30/2021,ERS,877.5
FIV,20005257,,C,BAS,4/30/2021,EMP,182.575
FIV,20005257,,C,ERS,4/30/2021,ERS,365.15
FIV,20005258,,C,BAS,4/30/2021,EMP,213.9
FIV,20005258,,C,ERS,4/30/2021,ERS,427.8
FIV,20005260,,C,BAS,4/30/2021,EMP,237.975
FIV,20005260,,C,ERS,4/30/2021,ERS,475.95
FIV,20005265,,C,BAS,4/30/2021,EMP,319.125
FIV,20005265,,C,ERS,4/30/2021,ERS,638.25
FIV,20005331,,C,BAS,4/30/2021,EMP,229.95
FIV,20005331,,C,ERS,4/30/2021,ERS,459.9
FIV,20005352,,C,BAS,4/30/2021,EMP,400.65
FIV,20005352,,C,ERS,4/30/2021,ERS,801.3
FIV,20005357,,C,BAS,4/30/2021,EMP,246
FIV,20005357,,C,ERS,4/30/2021,ERS,492
FIV,20005360,,C,BAS,4/30/2021,EMP,381.6
FIV,20005360,,C,ERS,4/30/2021,ERS,763.2
FIV,20005447,,C,BAS,4/30/2021,EMP,246
FIV,20005447,,C,ERS,4/30/2021,ERS,492
FIV,20005468,,C,BAS,4/30/2021,EMP,182.575
FIV,20005468,,C,ERS,4/30/2021,ERS,365.15
FIV,20005472,,C,BAS,4/30/2021,EMP,294.15
FIV,20005472,,C,ERS,4/30/2021,ERS,588.3
FIV,20005505,,C,BAS,4/30/2021,EMP,646.105
FIV,20005505,,C,ERS,4/30/2021,ERS,1292.205
FIV,20005509,,C,BAS,4/30/2021,EMP,175.325
FIV,20005509,,C,ERS,4/30/2021,ERS,350.65
FIV,20005529,,C,BAS,4/30/2021,EMP,278.1
FIV,20005529,,C,ERS,4/30/2021,ERS,556.2
FIV,20005663,,C,BAS,4/30/2021,EMP,229.95
FIV,20005663,,C,ERS,4/30/2021,ERS,459.9
FIV,20005688,,C,BAS,4/30/2021,EMP,319.125
FIV,20005688,,C,AVC,4/30/2021,EMP,319.125
FIV,20005688,,C,ERS,4/30/2021,ERS,638.25
FIV,20005706,,C,BAS,4/30/2021,EMP,246
FIV,20005706,,C,ERS,4/30/2021,ERS,492
FIV,20005772,,C,BAS,4/30/2021,EMP,438.75
FIV,20005772,,C,ERS,4/30/2021,ERS,877.5
FIV,20005816,,C,BAS,4/30/2021,EMP,246
FIV,20005816,,C,ERS,4/30/2021,ERS,492
FIV,20005820,,C,BAS,4/30/2021,EMP,182.575
FIV,20005820,,C,ERS,4/30/2021,ERS,365.15
FIV,20005865,,C,BAS,4/30/2021,EMP,278.1
FIV,20005865,,C,ERS,4/30/2021,ERS,556.2
FIV,20005868,,C,BAS,4/30/2021,EMP,221.925
FIV,20005868,,C,ERS,4/30/2021,ERS,443.85
FIV,20005870,,C,BAS,4/30/2021,EMP,278.1
FIV,20005870,,C,ERS,4/30/2021,ERS,556.2
FIV,20005886,,C,BAS,4/30/2021,EMP,381.6
FIV,20005886,,C,ERS,4/30/2021,ERS,763.2
FIV,20005928,,C,BAS,4/30/2021,EMP,154.225
FIV,20005928,,C,ERS,4/30/2021,ERS,308.45
FIV,20005961,,C,BAS,4/30/2021,EMP,229.95
FIV,20005961,,C,ERS,4/30/2021,ERS,459.9
FIV,20006010,,C,BAS,4/30/2021,EMP,246
FIV,20006010,,C,ERS,4/30/2021,ERS,492
FIV,20006013,,C,BAS,4/30/2021,EMP,246
FIV,20006013,,C,ERS,4/30/2021,ERS,492
FIV,20006015,,C,BAS,4/30/2021,EMP,286.125
FIV,20006015,,C,ERS,4/30/2021,ERS,572.25
FIV,20006020,,C,BAS,4/30/2021,EMP,294.15
FIV,20006020,,C,ERS,4/30/2021,ERS,588.3
FIV,20006023,,C,BAS,4/30/2021,EMP,278.1
FIV,20006023,,C,ERS,4/30/2021,ERS,556.2
FIV,20006024,,C,BAS,4/30/2021,EMP,429.225
FIV,20006024,,C,ERS,4/30/2021,ERS,858.45
FIV,20006090,,C,BAS,4/30/2021,EMP,221.925
FIV,20006090,,C,ERS,4/30/2021,ERS,443.85
FIV,20006106,,C,BAS,4/30/2021,EMP,229.95
FIV,20006106,,C,ERS,4/30/2021,ERS,459.9
FIV,20006107,,C,BAS,4/30/2021,EMP,381.6
FIV,20006107,,C,ERS,4/30/2021,ERS,763.2
FIV,20006113,,C,BAS,4/30/2021,EMP,457.8
FIV,20006113,,C,ERS,4/30/2021,ERS,915.6
FIV,20006114,,C,BAS,4/30/2021,EMP,254.025
FIV,20006114,,C,ERS,4/30/2021,ERS,508.05
FIV,20006161,,C,BAS,4/30/2021,EMP,237.975
FIV,20006161,,C,ERS,4/30/2021,ERS,475.95
FIV,20006212,,C,BAS,4/30/2021,EMP,146.225
FIV,20006212,,C,ERS,4/30/2021,ERS,292.45
FIV,20006339,,C,BAS,4/30/2021,EMP,182.575
FIV,20006339,,C,ERS,4/30/2021,ERS,365.15
FIV,20006360,,C,BAS,4/30/2021,EMP,237.975
FIV,20006360,,C,ERS,4/30/2021,ERS,475.95
FIV,20006361,,C,BAS,4/30/2021,EMP,278.1
FIV,20006361,,C,ERS,4/30/2021,ERS,556.2
FIV,20006362,,C,BAS,4/30/2021,EMP,410.175
FIV,20006362,,C,ERS,4/30/2021,ERS,820.35
FIV,20006363,,C,BAS,4/30/2021,EMP,182.575
FIV,20006363,,C,ERS,4/30/2021,ERS,365.15
FIV,20006364,,C,BAS,4/30/2021,EMP,480.7
FIV,20006364,,C,ERS,4/30/2021,ERS,961.4
FIV,20006366,,C,BAS,4/30/2021,EMP,254.025
FIV,20006366,,C,ERS,4/30/2021,ERS,508.05
FIV,20006367,,C,BAS,4/30/2021,EMP,221.925
FIV,20006367,,C,ERS,4/30/2021,ERS,443.85
FIV,20006368,,C,BAS,4/30/2021,EMP,229.95
FIV,20006368,,C,ERS,4/30/2021,ERS,459.9
FIV,20006370,,C,BAS,4/30/2021,EMP,229.95
FIV,20006370,,C,ERS,4/30/2021,ERS,459.9
FIV,20006411,,C,BAS,4/30/2021,EMP,381.6
FIV,20006411,,C,ERS,4/30/2021,ERS,763.2
FIV,20006437,,C,BAS,4/30/2021,EMP,197.85
FIV,20006437,,C,ERS,4/30/2021,ERS,395.7
685,316268.78,,,,,,
